Time (s),F7,Fp1,Fp2,F8,F3,Fz,F4,C3,Cz,P8,P7,Pz,P4,T3,P3,O1,O2,C4,T4,notes,Var Fp1
1635,19588.7,21020.3,25001.6,23130.4,22532.3,26472.4,25878.2,21836.3,24287.5,46305.2,48992.7,159085,61615.7,26797.2,66449.2,226568,177326.1,25031.8,37462.3,,2.757
1636,22742.8,28336,30848.1,31663.1,34873.6,39360.5,34959.4,36334.4,44082.6,41287.8,29899.7,85910.8,50267.2,20937.9,44187.8,147585.8,73693.9,39060,36737.8,,0.438
1637,6889.1,9526.7,15361,18097.8,11597.8,15639.7,17135.3,11049.5,16535.5,13189,7241.8,44753.3,18687.4,6211.4,11464.1,33726.2,16930.5,17649.3,18068.2,,0.523
1638,9963.7,20491.4,27183.1,24754.6,20325.6,25138,26770.3,16025.5,30124.9,34337.9,48614.4,134129.7,64426.1,13715,60373.6,245972,149602.8,32321.8,27809.7,,0.513
1639,10028.7,15059,23338.1,25484,15892.6,21527.3,26751.4,21162,36707.7,62204.5,53360.2,222973.7,109685.5,15662.5,81559.7,211374.9,237514.8,38175.4,39187.6,,0.526
1640,15213,17954.6,29531.4,35382.3,21392.8,29464.1,33304.2,24084.5,41724.4,36938.9,35678.7,123708.3,41360.8,16957,55459.8,131692.8,31740.3,39652.8,44978.7,,0.414
1641,12825.9,12505.6,16496.1,18162.4,13643.5,16058.6,17396.7,18034.7,31457.5,22310.9,19934.4,212880.1,62982.1,13832.5,57404.5,148279,146052.1,23401.7,19136.6,,0.631
1642,102385.7,8211910.9,1043112.4,478622.9,8358.7,9658.1,9267.9,13942.4,21445.2,24809.2,124765.4,104369.3,45425.4,33235.2,39491.5,133379,105022.9,13277.3,21182.9,,2470.29
1643,58760.5,519524.9,348735.2,162050.2,16074.6,34850.9,70354.9,13944,19368.8,22443.2,30221.9,57327.1,32806.4,50844,34107.2,114958.9,59133.5,20913.9,42338.8,,724.982
1644,392933.7,45503965.2,6674753.7,613519.8,35759.4,76753.3,157059.1,56868.2,30210.9,42277.6,83751.2,93895.6,58505.7,54743.3,58183.5,205160,105944.9,55051.5,248184.2,,2765.541
1645,34217.1,26164.2,45275.7,30689.4,18066.2,21458,28175.9,15889.2,26739,22083,21142.6,37377.1,24530.2,15365.6,21011,32479.1,25292.3,23514.7,35180.2,,10.434
1646,12259,26066.2,19804.9,17310.6,16192,18817.3,21430,15610.1,14495.6,12662.2,25615.6,47641.2,11601.5,14918,18018.3,51499.7,30551.2,16905.2,18370.6,,21.585
1647,19071.1,160185.7,17148.2,17317.3,20936.6,24755,19774.5,20725.4,25614.1,47859.2,33316.1,131743,65204.5,13974.2,47968.6,220137.9,148447.9,23973.4,21130.8,,10.084
1648,16654.4,21135.2,27880.9,23334.9,22552.3,31424.3,31731,21419.8,40294.6,9857.7,33379.3,116823.2,28099.9,12041.6,48774.3,190394.7,65288.9,27058.6,18942.1,,6.687
1649,16945.5,17305.5,11965.8,12574.7,19087.2,18574,15684.2,14561.2,19968,16868.6,20683.4,95370.1,24219,9371,27988,82816.8,40732.4,13207.9,11582,,1.81
1650,22041.2,23639.6,33383.4,39768.9,35506.2,39089.6,39481.4,40403.1,66070.5,71853.3,47373.8,230877.1,135107.5,29488.1,78619,171031.8,275789.6,60757.1,50466.8,,0.981
1651,27005.9,32988.5,29628.8,20468.1,34016.4,33753.6,27910.3,22907.2,25795.9,55708.7,39530.3,210240.6,86426.5,16920.2,61727.4,215788,267334.4,21266,25528.9,,0.529
1652,14566.6,25322.5,35059.5,26464.5,23533.5,33566.6,33262.7,22420.5,30646.4,24088,38569,175819.9,51032.1,15874.6,70033.1,200434.4,100154.5,23855.6,18935.4,,0.687
1653,10831.1,11655.8,14436.2,14149.6,11422.2,15126.4,16624.1,22268,29903.6,24393.9,37278.8,224356.3,66909.7,16111.6,81863.1,179199,118407.7,21656.3,12159.5,,0.449
1654,19131.5,33068,34068.8,28892.3,26190.4,29663.9,31770.3,16388.9,23349.8,28584.4,23546,83358.2,39844.6,14537.2,32518,80547.9,68474.2,27018.1,26822.9,,0.491
1655,12487.8,21427.8,20517.7,16267.7,19472.2,23474,21899.4,16495.7,24899.9,33902,23184,90844,62621.8,10327.8,42093.8,104584.7,88137.1,23360.9,22433.4,,0.652
1656,7686.1,10816.3,12453.9,12150.8,5816,9256.6,12919.3,7780.5,12383.7,28723.8,46032.1,148673.6,55252.7,8660,62303.2,183473,151029.8,10061.3,16949.9,,0.474
1657,13351.3,19161.9,21690.6,12395.7,21575.6,28350.3,26956.9,18791.3,30662.5,16545.2,39955.2,139638.8,35157.6,15500.9,66154.2,153714.9,111184.8,13163.6,15891.4,,0.562
1658,14935.1,17762.5,20164.1,19971.6,15077.3,18419.9,22663.2,14395.5,14257,53646.1,42692.7,132859.5,51063.4,16893.9,63140,186473.3,163933.3,16942.8,35956.5,,3.866
1659,15051.2,17901.5,30387.9,31018.3,22959.3,28849.7,34189,19998.7,46393.7,33337.5,25584.7,241267.4,110493.4,10436,56284.2,135868.8,173435.4,44125.5,31432.4,,1.003
1660,22211.2,32296.3,42554,35724,27919.1,38763.4,41904.1,27623.6,40901,46319.1,58114.3,255738.8,86720.3,25431.6,91861.8,235315.7,178282.9,38475.7,34369.8,,0.666
1661,24156.7,28627.8,47825.6,40358.8,30585.2,42827.8,45367.7,19574.9,29758,62796.3,55152.3,233617.5,103696.4,19544.2,72599,228731.6,260305.2,30003.7,33489.2,,3.868
1662,34625.3,42037.6,37695.4,31843.6,44631.9,61440.9,49421.4,57379.6,75679.1,46206.3,69093.7,287642.8,94011.7,33734.2,134476.5,248978,190836.2,43400.1,27496.6,,95.498
1663,20716.3,25482.8,16268.9,12389.7,10685.3,10158.8,10102.5,12591.3,9331,15915.8,21265.2,44016.8,21304.1,9163.8,23046.4,88023.9,66541,11495.4,17410.6,,3.479
1664,10621.8,23472,25931.6,21179.2,16408.9,21801.2,18363.4,9625.3,15418,18081.6,33261.8,175430.4,48413.9,6271.7,46624.7,227143.4,139750.2,14921.1,17242,,16.152
1665,34258.9,43937.2,51015.8,37590.8,42892.9,44134.2,44889.3,41535.5,59761.6,28491.3,57589.5,243817.4,77874.5,37131.2,106804.3,278471.2,169736.1,45018.6,31491,,3.594
1666,22185,29264.7,30576,27645.6,28831.9,26443.6,29790.8,27828.6,26792,34918.4,51868.8,211144.1,81563.4,14858.6,76895.4,267270.3,238629.4,25562.1,17779.4,,1.492
1667,19279,41321.5,46636.1,33602.2,27529.4,39664.4,37650.8,16885.8,24308.3,37361.8,47975.1,129977.9,50483.8,17391.5,58105.9,205628.4,177855.1,18339.4,25668.7,,2.091
1668,31715.7,40853.4,44958.8,48383.5,53596.1,49337.2,54564.1,79326.8,88169.9,102495.1,52280,364699.6,204363,24668.4,143024.1,230356.6,318962.2,95267.8,60444.8,,1.061
1669,18047,32676.6,17606.9,24945.6,12230.8,12922.4,17708.5,24941.7,14667.2,52804.3,64335.7,116360,46749.2,20470.6,73889.6,241157.8,127904.7,20601.6,32720,,1.516
1670,9511.6,27278.7,36215.7,31006.6,28691.2,32616.4,32311.1,25986.3,24463.5,48304.5,25119.8,54446.3,40562.2,12536.8,33136.4,83973.5,96674.4,33395.9,39301.3,,0.632
1671,21878.2,18982.2,24909.3,22630.2,24966,26035,28828.5,22616.5,28477.2,38270.2,15100,24178.1,30656.7,10136.9,15267.2,31383.8,41632.9,33609.4,29735.2,,1.734
1672,15802.3,28286.1,15041.7,21009.4,15602.7,18274.5,18279.4,14250.6,17010.1,15016.7,13650,43589.9,19964.9,17187,19456.2,39331.5,18296.4,15172.2,23575.9,,1.889
1673,13481,21887.9,29657.8,31813.6,32625.1,35982.3,41821.3,38257.9,45901.3,19515.1,26590.3,86851.9,36093.6,15595.3,43627.2,80162.9,62945,56731,24853,,3.656
1674,20275.3,54999.3,20518.1,12524.7,22042.1,21350,22607,22986.2,20703.8,12328.6,32209,67655,19720.9,24699.8,47889.8,86239.8,22470.9,16160.3,11823.1,,1.234
1675,20305.1,63989,12938.1,19741.6,13106.7,15523.5,27267.7,16993.9,17186.8,13660.1,25247.4,43562.9,18905.9,19509.1,31416.1,87341.4,20780.5,20017.9,27387.3,,37.279
1676,20475.1,38588.3,17150.7,21274.5,23336.7,23469.9,22620,20705,24778.3,13314.2,32665.8,66147.9,20155.9,11790.4,34437.8,98428.3,47656,17647.4,17203.6,,0.961
1677,15215.7,81717.4,14676.1,9274.9,17152.5,18943.1,17725.8,19953.1,25912.8,13056.1,12859.6,48033.8,21227.6,12832.7,18355.6,24934.9,15250.1,16661.3,15829,,8.826
1678,15539.6,23972.2,13623,12910.7,13671,17006.2,14275,14187.7,18641.9,18475.4,24962.3,68266.1,29995.4,12463.7,34262.7,99617.4,58137.4,15503.6,13918.3,,2.283
1679,21741.9,38519.3,21002.7,15460,25707.9,26887.1,25915.3,22604.7,33279.4,31965.8,18698.6,143994.9,57287.4,17838.2,38846.2,103928.9,157288.2,24320.6,18633.4,,3.486
1680,9436.2,20581.6,11335.7,11300.5,7405.3,9486.3,10702.7,7361.9,7132.5,17256.6,21005.3,28627.2,16473.3,13261.6,19749.3,47101,23764.5,11143.3,13573.9,,0.539
1681,15347.4,28700.1,21728.1,19881.4,20386.8,22706.9,21590.7,21464,20352.8,37446.6,35156.9,78808.5,34013.2,20029.7,44833.8,102174.3,105179.5,16904.6,21480.4,,0.506
1682,21780.6,38986.2,27356.6,31822,24139.4,28658,31058.4,25749.1,31714.4,47224.8,36472.3,94099.7,54332,24627.5,44299,103738,93603.2,35521.1,44804.6,,2.639
1683,18539.7,22606.9,19620.9,20304.9,18215.4,19688.6,21544.1,15478.9,16955.4,22713.9,16323.4,38155.1,22886.3,16876.9,20295.6,39486.2,36011.2,17634.8,25679.4,,0.549
1684,12175.2,17988.9,20203.1,21654.4,15475.2,19333.6,22445.3,14068.9,20669.6,20036.7,14708.5,15146.7,21732.2,13424,13524,16313.2,19318.4,23388.1,32490,,0.565
1685,7648.2,11224.7,10513.1,7818.1,8168.3,10695.1,9067.6,8394.9,11694.1,13290.9,13837.8,20056.2,19039.9,8775.4,12730.1,29762.9,15452.7,11745.6,10206.7,,0.443
1686,16259.8,19629.9,26729.6,25342.2,18815.1,24458.9,28155.9,13702.1,28202.6,29431.1,17961.1,93126.5,38114.7,10816.4,28166.7,117876.2,53358.7,29105.2,29422.6,,0.394
1687,5838.8,6308,6081.6,9284.1,5078.1,5483.4,6471.8,10885.4,18971.4,26751.4,28923.3,168284,48742.8,11709.9,39748.3,143786.1,106144.7,13021.5,16454.2,,0.366
1688,15507,20997.7,29971.2,31421.2,21908,26146.9,30119.9,20883.9,23498.8,18671.9,29282.8,98961.2,22645,14477.6,48973.8,124187.7,66822,24672.1,30003.4,,0.574
1689,36793.2,44150,41104.9,41294.8,46114.1,53077.2,51621,49873.9,63741.9,53438.4,42941.1,105792.9,73608.4,42941.4,56402.8,63646.2,75976.9,58046.7,56022.8,,0.545
1690,9365.8,9486.4,11477.6,16459.3,11948.8,13413.7,15493.3,20315.7,35152.6,72381.3,30619.6,211860.8,129580,14352.1,48550.4,110039.2,236345.5,40840.1,34175,,0.365
1691,14990.6,17045.5,20123.3,19518.3,17044.5,23149.1,23422.4,15159.2,31215.6,42546.1,30246.3,233156.3,97771.9,12872.9,52534.9,187123.7,210335.7,28586,19600,,0.425
1692,23543.7,20576.2,24856.3,31047.5,28100.1,29276.8,30993.2,37940.7,51565.6,50809.8,41119.4,143219.4,64952.9,31067.2,72461.8,132398.5,103968.7,43069.4,43753.8,,0.645
1693,343462.5,13290936.1,1272193.5,445591,25094.6,25212.5,24605.6,28869.8,32174.5,49726.4,138035,106876.6,65598.8,111834.4,72117.7,232973.5,144574.7,43470.3,115105.2,,8528.611
1694,89236.7,3370359,819250.1,38438.9,35442.3,25308.6,29465.6,53948.7,29128.4,25619.8,85370.3,54499,22514.6,16958,44556.9,168346.5,72306.3,24862.9,180265.2,,5080.584
1695,33662.1,16435.8,8555.4,234081.4,8936.9,13616.1,19087,9572.9,7911.6,11760.2,14768.8,45733.8,11027.2,9069.8,15823.4,44993.1,30037.8,7718.6,40286.7,,19.844
1696,18544.5,16900.1,17982.5,23050.2,13172.1,16360.4,19116.9,11569.4,15153.3,28365.3,11376.4,26631.7,25256.2,10653,8253.9,17453.4,81539.1,23416.9,30851,,4.949
1697,11297.1,16926.1,7768.5,6165.3,12327.1,9701.4,8502,13934,13337,33557.7,23347.1,65702.3,47727,14030.8,22947.1,62316.8,132868,12640,13771,,13.093
1698,13148.4,19950.4,26291.5,24857.1,16862.3,23093.7,27237,15933.1,22212.6,18965.1,14091.7,58924.5,27395.3,11852,22576,67759,53946.4,22549.9,18177.5,,9.565
1699,15037.8,26519.6,31872.4,31171.2,19954.7,26213.9,31980.6,23066.5,33730.7,24845.2,35705,125478.1,38666.8,15174,53390.1,162938.3,47061.9,28933.5,29853.4,,3.492
1700,8779.9,16512.1,15250.2,14690.5,14393.4,20569.2,18666.5,23044.3,42591.8,41494.3,66705.7,224281,84953.8,16609.5,106821.4,258126.7,122102.6,29936,19749.1,,0.634
1701,28936.1,41698.1,39669.1,37571.8,30452.3,40923.7,40726.7,29165.8,33690.1,30163.6,48819,179293,49533.3,28293.6,79198.5,210029.3,59898.9,35569.2,36133,,0.693
1702,12880.9,10850.8,16674.5,17076.7,14207.1,15465.1,18798.1,19264.9,27059.7,26369.7,43042.3,209778.2,56998.3,15442,66436.8,198516.4,82770.8,24919.3,22199.2,,0.696
1703,19070.6,23940.9,24892.7,21929.5,22313.9,28333.7,30929.9,19862.6,35628.1,55499.9,36738.8,255973.1,93527.7,15909.2,69171.3,204941.2,166889.4,35084.7,32448.6,,1.323
1704,11633.4,12319.9,15117.6,19586.9,14333.4,17595.8,21480.5,25742,47686.2,56367.1,31104.3,223392,104364.7,18297.4,76532,185593.8,142091,45151.4,38260.6,,16.001
1705,8927.4,8447.8,7845,7705.1,10397.6,12508.9,11113.1,10456.8,22764.6,52666,30520.6,188512.9,99443.4,10991.8,37699.7,144479.5,267533.4,20590.7,14597.1,,1.088
1706,11935.4,14401.7,16691.3,14682.9,14075.8,16900.7,18527.9,7818.3,58199.4,21272.4,26442,91120.6,42109.3,8556.3,34328.2,113383.9,135886.1,11003.6,13250.1,,1.229
1707,9641.4,10066.8,12989.8,14632.2,15151.8,13262,13992,32903.8,82318.6,26118.8,52053.1,220603.3,54744.5,19767.8,107320.5,223428.9,113167.8,22654.6,15334.6,,5.47
1708,8423.8,9807,10631.3,12954.5,12703.7,15641.7,15154.8,19412.9,25393.5,25923.1,46809,142141.2,37733,24981,58539.2,168811.6,80302.8,17959.9,20418.6,,3.21
1709,18661.3,23690.7,27225.1,25719.6,25202.9,28535.1,28466.9,18749.5,25908.9,20086.2,33169.7,97507.3,35254.2,16222.1,43559,180507.3,116833.8,20891.8,21501.7,,5.21
1710,13340.6,17574.5,31095.1,30974,21194.8,29175.8,34225.1,20067.2,34362.2,44423.1,40288.5,195606.6,59807.3,15219.3,71577,267399.3,166240.8,30573.4,28652.4,,1.489
1711,13394.2,12123.9,19030.6,18439.7,9548.6,15619.8,18399.4,16113.7,20705.4,31256.9,51181.6,151412.3,51369.6,13522.9,74928.7,191172.2,137999.8,18023.7,21838.1,,0.83
1712,27414.9,14636.2,20040.7,17094.6,19378.9,21917.4,22719.5,10468.3,17740.2,25950.3,23134,66024.5,21167.2,7524.4,35122.6,133132.6,89922.8,15623.6,12975.7,,0.739
1713,37700.1,29115.8,26682.2,22317.2,21042.7,22307.1,22259.9,18382.8,16028.8,23334.5,32242.8,91738.5,40970.5,17159.3,43815.7,143125.9,114898.5,16806,13426.5,,0.705
1714,32164.6,43208.2,37633.2,24874.6,27844.2,34107.4,30570,23180.9,30722.4,21755.3,46076.8,108679.2,39147.4,18922.5,53799.8,140679.5,112950.5,27054.9,16810.3,,0.849
1715,8465.4,13285.9,16648.8,17115.8,10065.9,14274,15977.3,14970.4,25598.5,18349.4,47026.2,175798,51658,13948.6,84687.4,239705.1,130170.5,18232.2,19463.6,,0.538
1716,19364.5,22354.3,27617,27479.1,23973.6,27352.1,29738.6,29507.2,40443.5,43615.7,51926.3,114841.2,62183.6,22192.9,72577.6,175466.4,121016.9,33912.1,35300.6,,0.524
1717,39155.2,30449.3,27102.5,22815.2,26093,30947.3,29765,23666.2,26311.7,39077.6,65389.1,181797.3,69201.6,18384.6,85006.6,288390.1,195243.3,25492.1,24246,,0.881
1718,10511.2,12769.6,18481.4,16915.4,11577,21593.1,19947.9,15209.8,17274.3,29139.1,54703.4,158337.8,44714.7,8945.6,76176.3,226145.6,179902.7,13825.6,17560.3,,0.692
1719,24570.2,31576.4,43027.8,43806.3,36428.7,45809.7,47322.5,25002.5,44215.8,17530.9,21765.3,64841.9,26576.3,14161.3,20816.3,112005.9,122665.5,36169.5,39727.5,,0.55
1720,10460.6,17126.7,27010.9,19719.6,18972.9,25247.8,25992.9,12211.8,23859.2,16223.4,32525.3,114548,23252.7,12181.4,45810.2,193797.6,116575.5,13494.7,8365.8,,4.483
1721,14740.8,22147,21255,20459.6,20675.7,22942.9,24954,19930.6,24545.9,26218.5,59046.8,125905.7,52810.9,20739.1,66308.8,179035.1,139014.8,19883.7,16256.1,,0.43
1722,13178.2,12868.4,14998.9,10888.4,15666.2,18013.1,15685,11730.3,19073.4,21890.5,18955.6,97682.6,33395.9,10117.2,32927.1,106531,110105.2,12312.4,9579.6,,0.401
1723,9421.3,13598.6,13392.7,14564,16056.2,18925.7,19099.4,17427.2,29444,24034.1,30339.1,108752.7,47819.8,10778.4,53506.5,168781.1,78564.4,23883.1,23296.4,,0.483
1724,23704.2,26080.8,19099.5,18305.2,21420.5,24250.4,21574,18414.2,20423.3,21554.3,29081.1,72329.6,31354.5,21601.6,33136.6,74030.5,59999.2,17877.2,18474.2,,0.478
1725,19274.6,34593.5,37808.8,25648.8,30630.4,38841.1,36859.4,26252.9,35849.2,36885.4,38302.8,115980.2,56876.8,19963.2,62359.1,129559.2,131168.3,26416.3,24252.1,,0.503
1726,9803.8,16302.5,23806,19510.9,14736.6,21583.3,22985.5,11736.8,22481.7,31282.3,16662.7,97293.2,43840.1,7566.8,25758.5,89530.3,94354.7,21763.6,19264.5,,0.527
1727,13329.9,13816,16648.4,19106.1,15602.5,17090.5,17465.9,15455.7,16386.4,33620.2,26970.5,56009.8,45414.6,18218.8,29367.7,81509,72795.4,23347.7,29727.5,,0.411
1728,14132.2,20315,33409.6,35860,25027.9,36051.4,38574.1,24314.5,39298.1,65071.1,28044.2,91759.8,80362.1,16948.6,39342,84194,149692.5,43907.9,47512.9,,0.456
1729,14163,19368.3,18027.2,15384.8,14291.2,19011.3,18885.9,14987,19934.4,20283.6,36900.9,87343.1,30078.8,16810,51936.6,128048.2,97934.3,15368.1,15485.3,,0.55
1730,10200.8,9951.6,31833.4,37473.4,16830.3,21284.6,30959.9,17728.2,34614.9,43524.8,27804,120685.4,61411.3,14823.2,45226.2,125271.6,98742.4,38089.8,40446.7,,0.449
1731,12890.5,19701,22457.5,16585.9,18353.9,21499.2,23101.2,19344.2,27448.8,28643.7,44411.2,126693.7,66876.1,15110.2,63514.5,162890.9,124133.1,21754.9,16390.4,,0.469
1732,9832.3,18868.2,24051.5,20825.5,18678.4,26020.1,23766.3,14350.9,26159.5,25643.8,35072.7,116435.7,62622.3,9301.3,44559,128849.5,91970,27430.4,21073.4,,0.393
1733,14106,16805.3,14628.8,7524.6,16412.5,22251.3,16839.9,14305.6,25941.3,20136.4,12629.3,72615.4,46764,11641.9,15272.9,22562.6,104926,14408.4,14609.9,,0.426
1734,19316.5,28507,22261.8,27026.7,25676.3,24874.1,25459.5,26372.8,36304.8,50503.6,53419.3,123911.4,70857,20684.7,62972.3,146688.9,107238.6,33762.5,45278.6,,0.462
1735,17245,21449.1,33072.7,31602.6,28175,40051.5,38810.5,13649.1,30676.4,34449.6,27100.2,29467.8,30790.1,12706.5,21802.9,105253.1,72596.9,31637.8,33320,,0.483
1736,14683.1,22362.9,27341.3,21821,26829.2,29236.6,25683.9,18536.5,29124.7,16719.8,22568.2,47439.8,21075.9,16029.5,26839.6,87393,41962.4,22003.9,18588.6,,0.495
1737,8296.8,18960.4,23789.5,17908.2,11156.5,21453.1,20810.8,8022.6,14462.3,39789.6,27084.2,82615,53432.1,7659.8,36525.7,121761.9,123490.9,16872.9,23758.4,,0.963
1738,27180.3,35196.7,39737.1,32636.4,30927.8,37047.9,37169,30835.9,38617.9,26720.4,40386.7,116947,49393.3,23998.1,66783.4,147363.4,55646.8,34979.7,32324.7,,0.529
1739,12682.4,14694.3,18518.6,19585.8,15432.4,19215.8,18488.6,13210.4,15540,33089.2,20942.5,46577.5,23979.1,17721.4,18832.3,51605.1,38350.2,18410.3,39921.1,,0.54
1740,12753.9,41928.8,34205.4,34048.5,22939.1,35722.3,37498.9,18311.6,37458.8,19306.3,13651,80643.4,38481,8959.6,26046.1,66052.4,53744.6,34449.2,29486.7,,1.971
1741,20518.6,31787.1,41088,43258.4,32493.4,43011.7,48840.7,38811.6,57093.1,61717.4,45964.1,144114.9,91187.4,33516.4,73137,152771.4,173032.3,58090.6,54203.4,,0.521
1742,15029,20341.5,25958.6,25112.2,19211.4,26843.6,26272.7,14755.8,28378.9,46662,11753.2,115088.6,69779.9,10428.7,23971.4,70087.2,110833.4,33949.5,39505.1,,0.477
1743,9336.6,16309.4,18202.2,15768.4,13818,19920.2,19436.5,7350.4,11352.2,48917.3,33741.6,112980.7,56994.5,8587.1,44959.8,180767.4,177904.8,14138.4,22744.8,,0.401
1744,172082.7,21086107.1,2964592.9,333327.8,17717,23023.7,23245.9,9863.2,28537.1,19960.5,81380,30387.2,20073.5,47996.2,10436.4,28919.6,45656.2,16678.9,223197.2,,9413.746
1745,412601.5,99277415.2,18539791.5,356445.1,37233.8,33514.1,34529.1,38879.8,50103.5,17904.4,16432.8,26108.1,18416.8,63369,19227.1,36875.7,63332.5,33268.5,1113370.5,,8610.705
1746,505712.8,5092892.6,2127563.6,48621.5,20850.7,14437.5,20508.4,48392.5,22604.6,13487,67004.3,70760.6,19853,24541.4,48055.2,89448.9,11111.3,28019.3,47112.7,,1779.689
1747,38606.4,23592,22945.3,49551.9,19664.1,23648.6,25453.3,12326.7,20750.9,14939.4,30593.3,48068.6,23354.1,15051,30257.7,170036.8,109004.4,17101.9,14258.7,,7.895
1748,29907.4,30690.6,23628.8,20788.6,27845.4,26891.1,23472.2,28102.5,25967.5,30061.2,40701.4,108028.2,36383.5,22744.6,50002.7,173536.5,154387,21972.3,19742.8,,4.254
1749,11465.7,14322.5,19192.2,23602.2,13828.7,16964.7,19872.1,11465.1,21103.1,27954.4,19719.9,72542.7,32646.3,10987.3,25308.4,73926.6,65739.9,22995.1,35203.2,,2.29
1750,14484.5,17957.7,18877.1,21754.6,20679.5,25683.1,28052.3,16406.3,28487.9,54644,18231.2,90460.9,79168.6,12568.5,19072.4,43203.8,160854.8,35720.3,56540.2,,0.929
1751,9188.7,12584.9,21217.5,18961.7,11969.7,16276.8,15420.3,17325.4,24100.7,16751.7,31728.1,211640,51251.9,18487.1,67774.9,161748.4,129189.7,15298.4,14754.6,,0.496
1752,25266.1,30429.2,29733,20134.5,24700.5,32825.4,27291.6,21483.1,26726.1,29987.3,33335.3,147654.3,53967.5,18670,66779.6,141116.7,144438.9,18716.5,23061,,1.157
1753,14998.6,26237,21131.1,17370.3,16683.7,22845.2,23662.2,20770.3,18663.8,16853.5,38903.4,69766,15306,17433,59569.1,131026.7,64742.4,16813.3,15535.2,,3.341
1754,27550.3,30572.5,28303.7,23261.8,30894.5,33240.5,27369.2,30243.8,34673.4,45410.5,52088.4,144043.3,68567,24776.9,69285,204882.2,173827.8,31774.1,31382.8,,0.719
1755,17131.5,26577.5,38031,27991.1,32153.4,37503.5,40585.5,36422.7,49484.2,35990.9,47454.4,213118.6,90872.4,25108.3,92849.7,235511,188082,42056,25753.9,,0.392
1756,21189.3,29742.9,40388.1,37689.8,36962.9,57900.6,49516.7,25337.2,47220.7,37855.1,28528,191101.4,83159.1,15190.5,56308.1,189292.9,202363.5,35583.9,29743.6,,0.6
1757,10705.3,22910.4,20783.3,17710.7,18059,22129.4,21054.3,13853.9,26299.5,48938.9,29835.4,239589.1,90364.8,10575,61499.4,160420.5,175010.6,22773.5,23219,,0.569
1758,11633.8,14435.9,28966.6,24292.9,16995.9,26975.9,26809.4,12776.5,28411.6,23673.3,15970.6,54779.4,30253,10865.3,24896.4,45861.6,33057.2,25139.7,21962.5,,0.906
1759,23740,35644,32553.1,28207.7,32319,40537.6,38119.4,24700.4,45189.6,60368.7,28370.2,117936.4,95324.3,21513.5,39057.1,89026.3,181482.3,43010,38904.1,,0.615
1760,14027,18363.7,15352.9,15164.9,18024.1,18762.7,18863.1,23630.1,31404.5,21491.4,25820.7,109871.1,31511.7,13766.7,56114.2,108283.4,32653,21621.7,25960.8,,0.565
1761,19168.4,20371.1,17710.1,14151.4,20026,18523.9,17292.8,25985.7,29443.4,31647.6,39768.1,175331,70012.4,18847.4,80549.4,195562.7,130411.4,20065,20210.3,,0.781
1762,15420.4,25438.2,34261.7,35620.8,23667.4,38945.3,40751.2,17058.2,35895.9,54731.1,40292.2,150952.6,70128.3,11047,57944.9,234234.3,224254.2,28251.4,39443.6,,1.927
1763,15731.3,20850.3,24652.7,24430.8,19572,20393,25509.7,20750.2,30803.5,31722,39285.9,120461.4,48850.3,14813.7,58524.7,181344.9,87015.3,29658,28807,,5.28
1764,16544,20848.9,23806.5,18700.9,21804.7,24390.5,21331.1,23762.1,29255.6,32128.4,37074.4,124071.3,57592.5,15704.7,35491.6,98134.2,150256.7,26007.7,20734.5,,4.331
1765,16201.2,18400.3,22299.6,30314,21477.3,22593,26207.4,17740.6,24904.5,32677.6,13077.6,31455.6,33223.9,14925.4,18071.7,21320.4,29599.6,34161.4,36537.3,,3.695
1766,22488.2,28940.9,33809.2,30355.3,25695.2,30679,30133.1,16281.7,19064.5,17778.8,26450.1,93632.1,30018.4,15776.9,33963.7,136923.3,94226.8,19911.4,18747.5,,0.998
1767,27163.8,41245,32072.8,15270.8,28460,27069.9,23768.6,23436.5,26088.1,42788,58600.7,256458.5,87082.8,24581.3,85086.3,329719.8,277071.6,17264,13084.4,,1.694
1768,14566.1,19747.2,14238.3,9558.9,15477.2,12741.6,12591.1,14554,16794.5,17773.6,36446.9,148588.9,42301.2,13240.2,52014.4,148727.3,80151.7,12289.8,7895.8,,0.739
1769,43027.2,43647.2,35828.3,26020.7,44099.2,53052.6,44166.8,37742,34890.5,33601.9,65598.6,152736.2,58502,38314.2,63000.7,228115,191409.6,27781.6,21951.1,,2.325
1770,31637.9,45028.8,39047.3,28760.2,43914.5,46132.2,40627.2,18353.7,25775.3,17488.2,19015.4,61028.6,31684.6,18694,18602.9,69241.9,91443.4,19538.3,24528.3,,32.005
1771,26641.5,31788.3,32145.4,25376.7,26848.1,30950.7,31467,20921.7,28283.5,28010.7,40216.2,101764.3,40985.8,35529.5,56859.6,127030.3,96940.9,26215,24592,,4.762
1772,13852.4,61857.3,18742.1,16881,14294.4,18133.4,17964.3,13908,21546.5,44098.2,35724.2,155350.4,69808.4,13713.4,52348.2,180694.4,213743.9,23455.5,20904.8,,4.366
1773,48570.7,24276.4,37433.5,29111.2,27053,31909.4,32560,29299.3,25192.6,12489,39411.9,106035.6,34919.6,14722.2,43858.5,103795.6,101593.3,24244.3,18405.7,,2.829
1774,19712.2,5760.1,9062.2,9716.5,8721.6,7372.8,9899.7,22492.7,17601.7,24982.7,30932.4,139951.6,48725.3,11858.9,52047.6,180670,128742.5,13532.2,14457.6,,0.693
